rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
94,Venom Angry Crashy Rush Online,285623,10.0 M,4,0.3,0.6,0.0,GAME STRATEGY,200973,25295,15672,9782,33899,False
95,Castle Clash: Batalha de Guildas,280494,1.0 M,4,0.1,0.3,0.0,GAME STRATEGY,209506,23609,14537,5804,27036,False
96,The Walking Dead: Survivors,278920,5.0 M,4,61.7,0.0,0.0,GAME STRATEGY,218262,37400,13806,3115,6334,False
97,城堡爭霸 - 聯盟霸業,276534,1.0 M,4,0.0,0.1,0.0,GAME STRATEGY,224905,19994,9987,3809,17836,False
98,Kiss of War,274882,5.0 M,4,2.9,7.7,0.0,GAME STRATEGY,223344,23286,10822,4325,13103,False
99,Conquerors: Golden Age,272243,10.0 M,3,0.4,1.2,0.0,GAME STRATEGY,170316,12438,9587,6677,73223,False
100,Iron Desert - Fire Storm,272201,5.0 M,4,0.0,0.0,0.0,GAME STRATEGY,191275,34133,16626,7165,23000,False
1,Trivia Crack,7334155,100.0 M,4,0.4,0.8,0.0,GAME TRIVIA,4938889,1123053,442298,187183,642730,False
2,Brain Test: Tricky Puzzles,4145089,100.0 M,4,1329.5,3.9,0.0,GAME TRIVIA,3257745,500071,128569,58420,200281,False
3,"94% - Quiz, Trivia & Logic",2614691,10.0 M,4,0.0,0.1,0.0,GAME TRIVIA,1793644,502914,188160,46183,83787,False
4,Logo Quiz,1183690,50.0 M,4,0.0,0.0,0.0,GAME TRIVIA,782536,200566,91641,35146,73798,False
5,Who is? Brain Teaser & Tricky Riddles,1098826,10.0 M,4,4.8,12.0,0.0,GAME TRIVIA,849618,127466,39973,19883,61883,False
6,Brain Test 2: Tricky Stories,837271,10.0 M,4,4.9,9.3,0.0,GAME TRIVIA,657949,100330,27744,11337,39908,False
7,Free Trivia Game. Questions & Answers. QuizzLand.,688137,10.0 M,4,2.7,6.3,0.0,GAME TRIVIA,599123,45187,15423,7552,20849,False
8,Tricky Test 2™: Genius Brain?,649922,10.0 M,4,0.0,0.1,0.0,GAME TRIVIA,559733,39931,17721,8106,24428,False
9,Quiz: Logo game,423164,10.0 M,4,995.6,0.5,0.0,GAME TRIVIA,265001,75368,36981,15446,30364,False
10,TVSMILES - Quiz and Prizes,406864,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,292046,61432,25546,7248,20589,False
11,فطحل العرب - لعبة معلومات عامة,379611,5.0 M,4,0.3,0.6,0.0,GAME TRIVIA,310072,33669,17359,5129,13379,False
12,Gartic,357020,10.0 M,4,69928.5,1.6,0.0,GAME TRIVIA,230895,52861,25746,10562,36953,False
13,Trivia Crack 2,344975,10.0 M,4,1.4,2.8,0.0,GAME TRIVIA,235266,57540,20735,8377,23054,False
14,94 Degrees: fun trivia quiz,334779,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,195219,69220,29656,12503,28179,False
15,Quizdom - Trivia more than logo quiz!,330992,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,242869,28097,16707,7814,35503,False
16,Think,289425,5.0 M,4,0.1,0.3,0.0,GAME TRIVIA,165966,89531,24385,3626,5914,False
17,Fight List - Categories Game,282642,10.0 M,3,0.1,0.3,0.0,GAME TRIVIA,139977,55995,27747,17549,41371,False
18,모두의 퀴즈 - 사진연상 단어,279589,1.0 M,4,0.0,0.1,0.0,GAME TRIVIA,188748,52259,24863,4386,9331,False
19,I Know Stuff : trivia quiz,216643,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,154643,26117,15302,5847,14732,False
20,Who Wants to Be a Millionaire? Trivia & Quiz Game,211433,10.0 M,4,1.4,2.8,0.0,GAME TRIVIA,139578,35991,14066,6178,15616,False
21,World Geography - Quiz Game,189577,10.0 M,4,0.5,1.3,0.0,GAME TRIVIA,136572,37927,7274,2381,5421,False
22,Guess The Brand - Logo Mania,181338,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,118311,29600,14815,4971,13639,False
23,Millionaire 2021 - Free Trivia Quiz Offline Game,172772,10.0 M,4,6.7,16.9,0.0,GAME TRIVIA,121153,22621,9172,5335,14488,False
24,ปริศนาฟ้าแลบ,172586,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,119604,23373,13270,6435,9902,False
25,Guess The Song - Music Quiz,169372,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,117777,24617,11618,3899,11458,False
26,حلها واحتلها - لعبة كلمة السر,166714,1.0 M,4,1.8,3.9,0.0,GAME TRIVIA,147906,7246,4950,2017,4592,False
27,Can you escape the 100 room IV,166160,5.0 M,4,1.2,2.4,0.0,GAME TRIVIA,117768,29132,11301,2815,5141,False
28,Logo Game: Guess Brand Quiz,166022,10.0 M,4,0.2,0.4,0.0,GAME TRIVIA,98721,21044,15401,8503,22350,False
29,A4 Wheel of fortune,163509,5.0 M,4,1.1,2.5,0.0,GAME TRIVIA,127718,9963,4952,2919,17955,False
30,Color Mania Quiz - Guess the logo game,163390,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,137315,9324,6925,2488,7335,False
31,TTS Lontong,157252,5.0 M,4,0.0,0.1,0.0,GAME TRIVIA,108158,19571,11615,4656,13250,False
32,Интеллект-баттл,155287,5.0 M,4,0.4,0.7,0.0,GAME TRIVIA,112167,19274,7592,3761,12490,False
33,Jeopardy!® Trivia Quiz Game Show,152329,1.0 M,4,0.4,0.9,0.0,GAME TRIVIA,96618,31508,11662,4834,7705,False
34,Scratch Logo Quiz. Challenging brain puzzle,152275,10.0 M,3,0.0,0.0,0.0,GAME TRIVIA,74829,18205,16867,8518,33854,False
35,Spin of Fortune - Quiz,151512,10.0 M,4,0.3,0.8,0.0,GAME TRIVIA,101790,20627,10902,4892,13299,False
36,"100 PICS Quiz - Guess Trivia, Logo & Picture Games",148685,10.0 M,4,0.0,0.1,0.0,GAME TRIVIA,98320,22627,10278,4849,12608,False
37,General Knowledge Quiz,143211,5.0 M,4,0.0,0.0,0.0,GAME TRIVIA,91487,28262,11460,3963,8036,False
38,Food Quiz,142859,10.0 M,4,0.0,0.0,0.0,GAME TRIVIA,92830,17284,10837,5878,16027,False
39,TRIVIA STAR - Free Trivia Games Offline App,134845,5.0 M,4,9.2,22.3,0.0,GAME TRIVIA,121513,7113,2095,1062,3059,False
40,Trivia Survival 100,130488,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,91988,14909,7949,3029,12609,False
41,Adivina la Canción,124963,5.0 M,3,0.1,0.3,0.0,GAME TRIVIA,73341,15419,11944,5991,18265,False
42,Nope Quiz,120834,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,85619,16288,6771,2856,9297,False
43,Free RBX Master,116248,500.0 k,4,2.7,8.1,0.0,GAME TRIVIA,84945,7865,4824,2342,16269,False
44,Вращайте барабан,115459,10.0 M,4,1.8,3.9,0.0,GAME TRIVIA,89613,12485,5377,2266,5715,False
45,Genius Quiz - Smart Brain Trivia Game,115024,5.0 M,4,2391.1,0.0,0.0,GAME TRIVIA,83883,12372,6365,2165,10237,False
46,Richman 4 fun,114009,1.0 M,3,0.0,0.1,0.0,GAME TRIVIA,57009,13840,11204,5312,26642,False
47,Who Becomes Rich,113934,5.0 M,3,185.9,0.3,0.0,GAME TRIVIA,54008,28525,12990,7682,10725,False
48,Trick Me: Logical Brain Teasers Puzzle,111963,5.0 M,4,1.4,3.0,0.0,GAME TRIVIA,76183,14445,9849,3788,7696,False
49,TRIVIA 360: Single-player & Multiplayer quiz game,109743,5.0 M,4,0.5,1.2,0.0,GAME TRIVIA,66254,28161,8615,2413,4297,False
50,Quiz Of Kings,107915,1.0 M,4,3.0,7.1,0.0,GAME TRIVIA,84991,8110,4065,2072,8675,False
51,sameQuizy,107674,1.0 M,4,0.2,0.4,0.0,GAME TRIVIA,68905,19658,8051,3286,7771,False
52,"Live Quiz Games App, Trivia & Gaming App for Money",106920,10.0 M,3,0.0,0.0,0.0,GAME TRIVIA,53824,8887,5436,3650,35121,False
53,MEGA QUIZ GAMING 2021 - Guess the game Trivia,98012,1.0 M,3,0.0,0.0,0.0,GAME TRIVIA,46788,24667,11345,4424,10785,False
54,Would You Rather? The Game,96670,5.0 M,3,1.3,2.1,0.0,GAME TRIVIA,49679,10309,8727,4675,23277,False
55,Guess The Movie ®,94777,1.0 M,3,0.1,0.3,0.0,GAME TRIVIA,31828,18525,15729,9987,18705,False
56,Pluck It: hairs and emotions,86335,500.0 k,4,1.1,2.3,0.0,GAME TRIVIA,72958,6777,1971,1139,3487,False
57,A Journey Towards Jesus,82509,1.0 M,4,0.3,0.8,0.0,GAME TRIVIA,69752,8274,2295,608,1577,False
58,УГАДАЙ БЛОГЕРА,77624,1.0 M,4,0.0,0.1,0.0,GAME TRIVIA,70298,2451,1265,717,2890,False
59,96%: Family Quiz,77391,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,46468,15506,6715,2504,6196,False
60,"Эврика! Логические Задачи, Игры и Головоломки",76857,1.0 M,4,0.1,0.1,0.0,GAME TRIVIA,55447,12867,2797,1049,4695,False
61,"Stupid test: moron test, idiotest. IQ bored games",76445,1.0 M,4,0.5,1.1,0.0,GAME TRIVIA,47739,8784,4895,2592,12433,False
62,Trivia Crack Adventure,75729,5.0 M,4,9.1,25.6,0.0,GAME TRIVIA,49778,13930,5241,2208,4569,False
63,Trivia Crack (No Ads),75712,500.0 k,4,0.7,1.4,1.99,GAME TRIVIA,56454,12628,3284,1088,2256,True
64,Guess Their Answer,75135,5.0 M,4,41.3,235.8,0.0,GAME TRIVIA,45559,12199,6161,3189,8025,False
65,New QuizDuel!,72097,1.0 M,3,28062.9,9.8,0.0,GAME TRIVIA,28045,12708,3730,3681,23930,False
66,Quiz World: Play and Win Everyday!,67251,1.0 M,4,78.6,157.2,0.0,GAME TRIVIA,52444,3270,2133,1286,8115,False
67,Picture Quiz: Logos,66599,10.0 M,4,0.1,0.1,0.0,GAME TRIVIA,44206,15727,4436,799,1428,False
68,I Know the Cartoon,65681,5.0 M,4,0.0,0.0,0.0,GAME TRIVIA,41290,8609,5553,1967,8260,False
69,Quiz - Offline Games,65504,5.0 M,4,3.4,7.4,0.0,GAME TRIVIA,42321,11158,5329,1793,4901,False
70,Atriviate (Online Trivia),64624,5.0 M,3,0.0,0.1,0.0,GAME TRIVIA,24061,16120,9210,4560,10670,False
71,"Logo Test: World Brands Quiz, Guess Trivia Game",62720,1.0 M,4,8.6,22.9,0.0,GAME TRIVIA,45054,8178,4563,1465,3458,False
72,"Gartic.io - Draw, Guess, WIN",62009,5.0 M,3,1.7,4.0,0.0,GAME TRIVIA,32499,9654,6416,3396,10041,False
73,Truth or Dare,61000,1.0 M,4,1.0,2.5,0.0,GAME TRIVIA,44911,7894,2864,1337,3992,False
74,BFF Friendship Test,60074,10.0 M,4,0.8,1.9,0.0,GAME TRIVIA,39186,7122,4624,2447,6692,False
75,Eu Sei a Música,57663,1.0 M,4,0.0,0.1,0.0,GAME TRIVIA,35727,8353,4790,2305,6486,False
76,Se como Jose,57326,1.0 M,4,0.5,1.2,0.0,GAME TRIVIA,43019,4258,2199,1249,6598,False
77,فكر ـ Think,56774,100.0 k,4,0.0,0.0,0.0,GAME TRIVIA,50520,2542,1988,445,1276,False
78,TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55313,1.0 M,3,0.2,0.5,0.0,GAME TRIVIA,24360,4660,2947,2499,20844,False
79,101 Pics: Photo Quiz,54183,5.0 M,4,0.5,1.4,0.0,GAME TRIVIA,41626,3708,2734,1491,4622,False
80,Flags and Capitals of the World Quiz,51951,1.0 M,4,3914.8,0.6,0.0,GAME TRIVIA,35876,6791,3549,1463,4270,False
81,¿Cuánto sabes de Primaria?,50815,10.0 M,3,0.0,0.0,0.0,GAME TRIVIA,25762,4974,5094,2567,12416,False
82,לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל,50002,500.0 k,4,0.3,0.7,0.0,GAME TRIVIA,41823,4249,1669,589,1669,False
83,Cars Logo Quiz HD,49748,5.0 M,4,0.1,0.2,0.0,GAME TRIVIA,31389,6665,4407,2148,5136,False
84,Flags of All Countries of the World: Guess-Quiz,48813,5.0 M,4,1.1,2.3,0.0,GAME TRIVIA,32011,7057,3881,2000,3862,False
85,90's Quiz Game,47912,500.0 k,4,0.0,0.0,0.0,GAME TRIVIA,40057,4661,2300,347,545,False
86,Alphabet Game,46162,5.0 M,4,1.0,1.8,0.0,GAME TRIVIA,28793,7910,3795,1568,4094,False
87,Vrai ou Faux ? Le grand Quiz,45788,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,24332,13290,4866,939,2358,False
88,Hardest Girl to Get - Kode Keras Cowok dari Cewek,45359,1.0 M,4,0.4,0.8,0.0,GAME TRIVIA,30760,4580,3296,1991,4730,False
89,Cuanto Sabes de la Biblia,45126,500.0 k,4,954.5,4.2,0.0,GAME TRIVIA,38933,3912,1284,378,617,False
90,Slam,45047,1.0 M,4,0.2,0.4,0.0,GAME TRIVIA,28329,8653,3367,1209,3487,False
91,Quiz Planet,44566,1.0 M,3,1.4,3.2,0.0,GAME TRIVIA,24007,8544,4678,1903,5431,False
92,아재 능력 고사 : 아재개그와 넌센스퀴즈,44016,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,33405,4766,2253,857,2732,False
93,"Geography Quiz - flags, maps & coats of arms",43149,1.0 M,4,0.8,1.9,0.0,GAME TRIVIA,27059,7925,3273,1626,3263,False
94,Imagzle Brain test & Quiz Trivia Riddle Smart game,42776,500.0 k,4,0.6,1.6,0.0,GAME TRIVIA,35857,3867,1053,685,1312,False
95,AppTrailers,42517,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,24332,8047,3069,1099,5968,False
96,Crazy Quiz,41756,500.0 k,4,0.0,0.0,0.0,GAME TRIVIA,26434,10274,3777,419,849,False
97,Mozkovna,41520,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,28452,8981,2107,669,1308,False
98,Quem quer ser rico?,40744,1.0 M,4,0.1,0.1,0.0,GAME TRIVIA,28555,5809,2539,1169,2669,False
99,Carry1st Trivia: Play. Learn. Earn.,40228,1.0 M,4,0.0,0.0,0.0,GAME TRIVIA,31598,3138,1614,767,3109,False
100,World Map Quiz,38376,1.0 M,4,1.7,3.3,0.0,GAME TRIVIA,29341,5231,1617,559,1627,False
1,كلمات كراش - لعبة تسلية وتحدي من زيتونة,2418119,10.0 M,4,1.9,4.4,0.0,GAME WORD,2115189,109073,68740,31263,93851,False
2,Word Cookies!®,2250585,10.0 M,4,0.1,0.2,0.0,GAME WORD,1679256,349509,110139,33769,77909,False
3,Words of Wonders: Crossword to Connect Vocabulary,1885400,100.0 M,4,1.5,3.4,0.0,GAME WORD,1457939,204104,82766,37713,102876,False
4,Words with Friends Classic: Word Puzzle Challenge,1722914,50.0 M,4,0.0,0.1,0.0,GAME WORD,971880,411449,149162,67898,122523,False
5,4 Fotos 1 Palabra,1227499,50.0 M,4,0.4,1.0,0.0,GAME WORD,874832,188710,81957,24555,57442,False
6,4 Pics 1 Word,1179329,50.0 M,4,0.3,0.6,0.0,GAME WORD,827203,212916,72158,20014,47036,False
7,Word Connect,989128,10.0 M,4,1.4,3.1,0.0,GAME WORD,822940,98085,27173,10857,30072,False
8,Wordscapes,973750,50.0 M,4,1.3,3.1,0.0,GAME WORD,782878,86362,36481,20294,47732,False
9,WordBrain - Free classic word puzzle game,959675,10.0 M,4,0.0,0.0,0.0,GAME WORD,567896,293661,71260,10616,16239,False
10,لعبة كلمة السر : الجزء الثاني,812635,10.0 M,4,0.9,2.0,0.0,GAME WORD,696255,44418,29406,11114,31439,False
11,كلمات متقاطعة,776334,10.0 M,4,0.3,0.7,0.0,GAME WORD,646022,57146,31706,10542,30916,False
12,وصلة - لعبة كلمات متقاطعة,749320,5.0 M,4,0.4,0.8,0.0,GAME WORD,626300,43123,34484,11904,33506,False
13,Words with Friends: Play Fun Word Puzzle Games,736769,10.0 M,4,0.0,0.1,0.0,GAME WORD,448241,128403,56855,32637,70630,False
14,Word Snack - Your Picnic with Words,671436,5.0 M,4,0.1,0.3,0.0,GAME WORD,519890,94490,35754,7146,14154,False
15,Word search,644092,50.0 M,4,0.0,0.0,0.0,GAME WORD,438288,122199,48502,10315,24785,False
16,Wordfeud Free,619037,10.0 M,4,0.1,0.3,0.0,GAME WORD,372307,186153,34938,8682,16954,False
17,Draw Something Classic,594298,50.0 M,4,0.0,0.0,0.0,GAME WORD,351126,133461,52620,18611,38479,False
18,Word Search,512584,10.0 M,4,0.0,0.0,0.0,GAME WORD,423301,51998,16672,5227,15383,False
19,Word Link,501384,50.0 M,4,0.0,0.0,0.0,GAME WORD,366058,57001,26960,10931,40431,False
20,Words Story - Addictive Word Game,496119,50.0 M,3,0.1,0.2,0.0,GAME WORD,272448,47916,39085,30303,106365,False
21,"Braindom: Tricky Brain Teasers, Test, Riddle Games",487582,10.0 M,4,9.5,23.0,0.0,GAME WORD,412226,28805,13965,6683,25900,False
22,TTS Pintar 2021 - Teka Teki Silang Offline,476458,10.0 M,4,0.8,1.6,0.0,GAME WORD,349671,71362,32006,8438,14979,False
23,Word Streak-Words With Friends,469540,10.0 M,4,0.1,0.3,0.0,GAME WORD,290381,116449,28401,11911,22396,False
24,Word Search,455543,10.0 M,4,0.1,0.3,0.0,GAME WORD,278658,96142,40301,11592,28847,False
24,Word Search,455543,10.0 M,4,0.1,0.3,0.0,GAME WORD,261241,79874,29387,6949,13159,False
25,4 Bilder 1 Wort,447182,10.0 M,4,0.2,0.4,0.0,GAME WORD,268217,99646,32509,13708,33099,False
26,Word Academy,444744,5.0 M,4,0.1,0.3,0.0,GAME WORD,278942,118805,37241,3989,5764,False
27,Word Collect - Free Word Games,436327,10.0 M,4,3.1,7.2,0.0,GAME WORD,395758,20443,5961,3503,10659,False
28,Word Connect - Word Games Puzzle,427255,10.0 M,4,0.8,1.8,0.0,GAME WORD,339689,43523,20765,6855,16421,False
29,Pictoword: Fun Word Games & Offline Brain Game,414385,10.0 M,4,0.2,0.4,0.0,GAME WORD,263839,60130,32687,15192,42536,False
30,Word Search,390612,50.0 M,4,0.1,0.1,0.0,GAME WORD,278658,96142,40301,11592,28847,False
30,Word Search,390612,50.0 M,4,0.1,0.1,0.0,GAME WORD,261241,79874,29387,6949,13159,False
31,Wheel of Fortune: Free Play,390247,10.0 M,4,0.3,0.8,0.0,GAME WORD,294829,41379,21513,10462,22062,False
32,Word Crack,385276,10.0 M,3,0.3,0.6,0.0,GAME WORD,177110,86666,32643,15452,73403,False
33,4 Images 1 Mot,383907,10.0 M,4,0.5,1.1,0.0,GAME WORD,235989,89750,31642,9154,17370,False
34,4 фотки 1 слово,373807,10.0 M,4,0.2,0.4,0.0,GAME WORD,278606,40890,19026,8084,27200,False
35,Wordie: Guess the Word,362929,10.0 M,4,0.0,0.1,0.0,GAME WORD,275235,47874,18870,5187,15761,False
36,Words With Friends 2 - Board Games & Word Puzzles,362457,10.0 M,3,38.5,40.8,0.0,GAME WORD,191463,65275,29507,22567,53642,False
37,Ruzzle Free,356922,10.0 M,4,0.1,0.2,0.0,GAME WORD,220533,74021,26076,9155,27135,False
38,Kelimelik,354330,5.0 M,4,0.3,0.7,0.0,GAME WORD,254242,54793,18181,5871,21241,False
39,لعبة كلمة السر,327444,10.0 M,4,0.0,0.1,0.0,GAME WORD,284875,15522,10304,3358,13383,False
40,Найди слова,321011,10.0 M,4,0.1,0.3,0.0,GAME WORD,259952,33889,10369,4149,12649,False
41,Pro des Mots,316607,10.0 M,4,0.7,1.6,0.0,GAME WORD,237255,54313,12947,3620,8468,False
42,Word search puzzles game,313263,10.0 M,4,1.4,3.0,0.0,GAME WORD,280133,16345,6318,2661,7803,False
43,Garden of Words - Word game,304117,10.0 M,4,0.7,1.5,0.0,GAME WORD,177133,67223,25574,10696,23488,False
44,Word Crossy - A crossword game,293234,5.0 M,4,0.0,0.0,0.0,GAME WORD,174650,58124,28261,10792,21405,False
45,Word Search Sea: Unscramble words,290063,10.0 M,4,1.3,2.7,0.0,GAME WORD,247415,22317,7612,3036,9680,False
46,4 Immagini 1 Parola,287827,10.0 M,4,0.1,0.2,0.0,GAME WORD,188715,59303,19724,5646,14436,False
47,Words Crush: Hidden Words!,283889,5.0 M,4,0.0,0.0,0.0,GAME WORD,194268,61126,18046,3469,6978,False
48,Fill-The-Words - word search puzzle,277485,10.0 M,4,0.3,0.6,0.0,GAME WORD,224023,28333,9358,4014,11754,False
49,Palabras Cruz,264230,10.0 M,4,0.4,1.1,0.0,GAME WORD,217546,20368,8725,4167,13422,False
50,آمیرزا,248190,1.0 M,4,5.7,11.4,0.0,GAME WORD,220987,10593,4765,2431,9412,False
51,Word Stacks,245709,10.0 M,4,0.6,1.4,0.0,GAME WORD,206426,17793,7608,4503,9376,False
52,Word Search Quest - Free Word Puzzle Game,236235,10.0 M,4,4.2,8.8,0.0,GAME WORD,186167,30988,8397,2702,7978,False
53,Word Yard - Fun with Words,235887,1.0 M,4,0.4,0.9,0.0,GAME WORD,185227,31473,10830,2645,5709,False
54,Word Trip,232803,5.0 M,4,1.9,3.7,0.0,GAME WORD,175261,35702,14082,3142,4614,False
55,Word Cross,228204,10.0 M,4,0.2,0.5,0.0,GAME WORD,181563,21290,9942,4038,11368,False
56,Heads Up!,221349,10.0 M,3,0.1,0.3,0.0,GAME WORD,113346,23864,14334,9889,59914,False
57,Слова из Слова,218894,5.0 M,4,0.9,1.9,0.0,GAME WORD,180588,21920,8357,2413,5614,False
58,Wordington: Words & Design,218842,10.0 M,4,541.1,7.2,0.0,GAME WORD,130283,43254,23231,8317,13755,False
59,Wort Guru,214916,5.0 M,4,0.6,1.3,0.0,GAME WORD,161430,31740,8811,3932,9000,False
60,What Am I? – Family Charades (Guess The Word),214864,10.0 M,4,0.2,0.4,0.0,GAME WORD,132364,28059,18579,9050,26810,False
61,Aplasta Palabras：Juego de Palabras Gratis sin wifi,214313,10.0 M,4,17.1,5556.2,0.0,GAME WORD,189623,16387,4835,935,2530,False
62,Stop - Categories Word Game,210662,10.0 M,3,1646.0,2.7,0.0,GAME WORD,84777,34401,27058,17819,46604,False
63,Kelime Gezmece,191924,10.0 M,4,0.9,2.3,0.0,GAME WORD,154792,16507,5190,2903,12529,False
64,Immortal Taoists - Nieli has arrived,182995,1.0 M,4,1.9,3.3,0.0,GAME WORD,129657,29055,10347,3745,10188,False
65,Jalebi - A Desi Adda With Ludo Snakes & Ladders,182761,10.0 M,4,1.4,2.8,0.0,GAME WORD,127393,20564,11388,5948,17466,False
66,Word Find - Word Connect Free Offline Word Games,181110,10.0 M,4,2.6,5.7,0.0,GAME WORD,142345,22175,8955,2286,5347,False
67,Classic Words Solo,178241,10.0 M,4,0.6,1.2,0.0,GAME WORD,117919,40925,10450,2802,6142,False
68,Draw and Guess Online,170069,1.0 M,4,0.1,0.2,0.0,GAME WORD,121027,17716,9108,5598,16616,False
69,Words Crush: Hidden Themes!,169669,1.0 M,4,15.1,23.0,0.0,GAME WORD,112145,39957,13125,1904,2536,False
70,Crossword Jam,161543,5.0 M,4,0.0,0.1,0.0,GAME WORD,131821,16783,6607,2394,3934,False
71,Word Search,161284,10.0 M,4,1.0,2.2,0.0,GAME WORD,106127,23103,11207,5583,15262,False
71,Word Search,161284,10.0 M,4,1.0,2.2,0.0,GAME WORD,120322,18644,5765,1708,3417,False
72,2 Pictures 1 Word,160717,5.0 M,4,0.1,0.2,0.0,GAME WORD,130759,11569,5899,3304,9183,False
73,Word Crack Mix 2,159344,5.0 M,4,0.0,0.0,0.0,GAME WORD,81269,41668,14268,5012,17124,False
74,Word Domination,157519,5.0 M,4,0.9,1.4,0.0,GAME WORD,95422,29899,11554,6611,14031,False
75,Word Crush,157049,1.0 M,4,3.6,8.3,0.0,GAME WORD,115329,28558,7955,1715,3489,False
76,اشبكها - لعبة تسلية وتفكير,153454,1.0 M,4,0.6,1.3,0.0,GAME WORD,129103,9202,6664,2607,5875,False
77,Szó Piknik - Word Snack,153087,5.0 M,4,0.2,0.5,0.0,GAME WORD,120977,15730,6931,2476,6971,False
78,كلمات متقاطعة من زيتونة - رشفة وصلة,151046,1.0 M,4,0.1,0.2,0.0,GAME WORD,124092,10387,7555,2178,6832,False
79,Word Surf - Word Game,150279,5.0 M,4,3.3,5.9,0.0,GAME WORD,121012,19182,3828,1578,4677,False
80,Word Search,149858,10.0 M,4,0.0,0.1,0.0,GAME WORD,106127,23103,11207,5583,15262,False
80,Word Search,149858,10.0 M,4,0.0,0.1,0.0,GAME WORD,120322,18644,5765,1708,3417,False
81,WordWhizzle Search,149553,1.0 M,4,0.0,0.1,0.0,GAME WORD,108634,29499,8257,1406,1755,False
82,Evil Apples: You Against Humanity!,149422,5.0 M,4,0.2,0.5,0.0,GAME WORD,88307,24693,12946,6798,16675,False
83,Word Chums,146848,1.0 M,4,0.2,0.3,0.0,GAME WORD,115040,22564,3627,1508,4107,False
84,Word Trek - Word Brain streak - hand made puzzles,143930,5.0 M,4,0.0,0.0,0.0,GAME WORD,94662,31667,11131,2545,3923,False
85,Teka Teki Silang,136542,5.0 M,4,0.0,0.0,0.0,GAME WORD,82242,30159,18219,2815,3104,False
86,7 Little Words: A fun twist on crossword puzzles,130077,1.0 M,4,0.1,0.1,0.0,GAME WORD,107379,11378,3489,2769,5059,False
87,Charades!,129132,10.0 M,4,0.1,0.2,0.0,GAME WORD,87481,19612,7874,3114,11048,False
88,Escape Room: Mystery Word,127293,10.0 M,4,0.0,0.0,0.0,GAME WORD,88424,9776,7448,5279,16363,False
89,Word Swipe,127030,10.0 M,4,0.3,0.8,0.0,GAME WORD,107638,9411,3632,1626,4720,False
90,Wordalot - Picture Crossword,126774,5.0 M,4,0.0,0.1,0.0,GAME WORD,91833,23213,6258,1839,3628,False
91,Zgadnij co to?,124219,1.0 M,4,0.0,0.0,0.0,GAME WORD,94486,19855,5828,1249,2799,False
92,Piknik Słowo - Word Snack,123095,1.0 M,4,0.1,0.2,0.0,GAME WORD,97069,17257,5147,1266,2354,False
93,Word Life - Connect crosswords puzzle,121222,10.0 M,4,4.6,10.4,0.0,GAME WORD,74343,25022,11196,3811,6848,False
94,Wordox – Free multiplayer word game,120533,1.0 M,4,0.0,0.0,0.0,GAME WORD,74096,21404,10592,4736,9702,False
95,4 Fotos 1 Palavra,115437,5.0 M,4,0.2,0.5,0.0,GAME WORD,85169,16622,6802,1848,4994,False
96,زوايا - لعبة ستحرك زوايا عقلك,112408,1.0 M,4,0.9,1.8,0.0,GAME WORD,101036,3607,3237,1229,3297,False
97,Bible Word Puzzle - Free Bible Word Games,111595,1.0 M,4,0.9,2.3,0.0,GAME WORD,88950,14856,4297,1385,2103,False
98,Scrabble® GO - New Word Game,110723,10.0 M,4,0.9,1.9,0.0,GAME WORD,64184,18332,9385,6688,12132,False
99,Word Nut: Word Puzzle Games & Crosswords,109530,5.0 M,4,1.9,4.1,0.0,GAME WORD,99987,4766,1469,953,2353,False
100,Pinturillo 2,108917,10.0 M,3,1.1,2.5,0.0,GAME WORD,50813,16480,11825,6166,23631,False
